    10 3.3192499538260453e-03 8.9884378491431524e-05 3.0528263377850927e-07
   100 3.4001382161700133e-04 8.9961161452351075e-07 3.1146954637670791e-11
  1000 3.4082347128508335e-05 8.9961930683139470e-09 3.5018576635412306e-15
 10000 3.4090443694502059e-06 8.9960017395452390e-11 3.3426823151984475e-15
100000 3.4091251888232227e-07 9.1223392135249063e-13 1.9101041801133984e-15
